Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (Meters)
186,"20001, Northwest Washington, Washington",364,"8500 Glenville Road, Takoma Park","07/31/2016 - 08/28/2016, Every day, Daily Average",2278,1645,3153,11038
186,"20001, Northwest Washington, Washington",365,"9200 Whitney Street, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",2343,1798,3052,12200
186,"20001, Northwest Washington, Washington",366,"600 Thayer Avenue, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",2004,1572,2553,11297
186,"20001, Northwest Washington, Washington",367,"100 Melbourne Avenue, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",2246,1758,2868,12468
186,"20001, Northwest Washington, Washington",368,"600 Ritchie Avenue, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",1852,1509,2271,9790
186,"20001, Northwest Washington, Washington",369,"2400 Lyttonsville Place, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",2170,1690,2785,12424
186,"20001, Northwest Washington, Washington",370,"2000 Linden Lane, Silver Spring","07/31/2016 - 08/28/2016, Every day, Daily Average",1917,1542,2383,12033
186,"20001, Northwest Washington, Washington",371,"600 Cappy Avenue, Capitol Heights","07/31/2016 - 08/28/2016, Every day, Daily Average",2025,1523,2691,16523
186,"20001, Northwest Washington, Washington",372,"4200 73rd Avenue, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1345,999,1810,13523
186,"20001, Northwest Washington, Washington",373,"Lanham-Seabrook, Goddard","07/31/2016 - 08/28/2016, Every day, Daily Average",1862,1422,2436,22435
186,"20001, Northwest Washington, Washington",374,"Cobe Road, Goddard","07/31/2016 - 08/28/2016, Every day, Daily Average",1681,1234,2289,27984
186,"20001, Northwest Washington, Washington",376,"8500 Burning Tree Road, Bethesda","07/31/2016 - 08/28/2016, Every day, Daily Average",1688,1313,2169,30786
186,"20001, Northwest Washington, Washington",377,"4700 River Road, Riverdale, Riverdale Park","07/31/2016 - 08/28/2016, Every day, Daily Average",1647,1330,2038,16420
186,"20001, Northwest Washington, Washington",378,"5600 Newington Road, Bethesda","07/31/2016 - 08/28/2016, Every day, Daily Average",1620,1309,2003,11642
186,"20001, Northwest Washington, Washington",379,"4900 Americana Drive, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1360,1066,1734,37091
186,"20001, Northwest Washington, Washington",380,"Glenarden Apartment, Glenarden","07/31/2016 - 08/28/2016, Every day, Daily Average",1586,1148,2190,15731
186,"20001, Northwest Washington, Washington",381,"3100 Pennsy Drive, Landover, Greater Landover","07/31/2016 - 08/28/2016, Every day, Daily Average",1318,968,1793,13434
186,"20001, Northwest Washington, Washington",382,"9500 Lottsford Road, Upper Marlboro","07/31/2016 - 08/28/2016, Every day, Daily Average",1784,1353,2350,21046
186,"20001, Northwest Washington, Washington",383,"400 Warfield Drive, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1839,1366,2474,24103
186,"20001, Northwest Washington, Washington",384,"9000 Byard Court, Springdale","07/31/2016 - 08/28/2016, Every day, Daily Average",1523,1112,2085,18441
186,"20001, Northwest Washington, Washington",385,"Harrison Lane, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1514,1097,2088,15664
186,"20001, Northwest Washington, Washington",386,"6300 Barrs Lane, Lanham-Seabrook, Lanham","07/31/2016 - 08/28/2016, Every day, Daily Average",1821,1359,2438,19761
186,"20001, Northwest Washington, Washington",387,"9200 Crandall Road, Lanham-Seabrook, Lanham, Prince George's County, Maryland, United States, 20706, 1931","07/31/2016 - 08/28/2016, Every day, Daily Average",1710,1218,2400,20705
186,"20001, Northwest Washington, Washington",388,"7600 Vicar Street, New Carrollton","07/31/2016 - 08/28/2016, Every day, Daily Average",1611,1208,2148,16374
186,"20001, Northwest Washington, Washington",389,"7700 Emerson Road, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1467,1074,2002,15491
186,"20001, Northwest Washington, Washington",390,"7500 Finns Lane, Bladensburg, Prince George's County, Maryland, United States, 20706, 1217","07/31/2016 - 08/28/2016, Every day, Daily Average",1517,1163,1977,15834
186,"20001, Northwest Washington, Washington",391,"4800 Trenton Road, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1194,853,1671,12429
186,"20001, Northwest Washington, Washington",392,"6800 Furman Parkway, Riverdale, Woodlawn","07/31/2016 - 08/28/2016, Every day, Daily Average",1271,954,1692,13527
186,"20001, Northwest Washington, Washington",393,"6000 Addison Road, Capitol Heights","07/31/2016 - 08/28/2016, Every day, Daily Average",1803,1295,2509,13789
186,"20001, Northwest Washington, Washington",394,"8600 22nd Avenue, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",2032,1583,2608,12358
186,"20001, Northwest Washington, Washington",395,"3800 10th Street North, Virginia Square, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1080,808,1442,13921
186,"20001, Northwest Washington, Washington",396,"5000 55th Avenue, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1596,1253,2031,12741
186,"20001, Northwest Washington, Washington",397,"4300 58th Avenue, Bladensburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1534,973,2418,12351
186,"20001, Northwest Washington, Washington",398,"1200 North Stuart Street, Virginia Square, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1110,782,1573,14439
186,"20001, Northwest Washington, Washington",399,"3000 Hillside Avenue, Cheverly","07/31/2016 - 08/28/2016, Every day, Daily Average",1273,926,1749,11504
186,"20001, Northwest Washington, Washington",400,"6700 Darby Road, Hyattsville","07/31/2016 - 08/28/2016, Every day, Daily Average",1209,895,1631,12353
186,"20001, Northwest Washington, Washington",401,"1500 28th Street South, Long Branch Creek, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",823,554,1221,12227
186,"20001, Northwest Washington, Washington",402,"2600 North Sycamore Street, Williamsburg, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1184,875,1600,21428
186,"20001, Northwest Washington, Washington",403,"1800 North Randolph Street, Cherrydale, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",880,633,1221,15068
186,"20001, Northwest Washington, Washington",404,"2100 North Edison Street, High View Park, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1333,964,1841,18267
186,"20001, Northwest Washington, Washington",405,"2100 North Kentucky Street, Tara - Leeway Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1053,778,1424,19166
186,"20001, Northwest Washington, Washington",406,"6000 9th Street North, Dominion Hills, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1189,842,1677,17907
186,"20001, Northwest Washington, Washington",407,"500 North Piedmont Street, Ashton Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1107,803,1525,13894
186,"20001, Northwest Washington, Washington",408,"1800 North Harvard Street, Lyon Village, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1016,739,1396,13985
186,"20001, Northwest Washington, Washington",409,"300 Riley Street, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1443,1113,1870,22670
186,"20001, Northwest Washington, Washington",410,"1800 North Quesada Street, East Falls Church, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1140,846,1534,21198
186,"20001, Northwest Washington, Washington",411,"200 Midvale Street, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1437,1074,1921,22010
186,"20001, Northwest Washington, Washington",412,"600 Jackson Street, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1636,1234,2167,22712
186,"20001, Northwest Washington, Washington",413,"2300 2nd Street South, Penrose, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",745,508,1091,11397
186,"20001, Northwest Washington, Washington",414,"400 South Fairfax Street, Old Town, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1162,838,1609,16149
186,"20001, Northwest Washington, Washington",415,"3700 Camelot Drive, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1829,1284,2603,32346
186,"20001, Northwest Washington, Washington",416,"2900 Woodlawn Avenue, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1662,1240,2227,21797
186,"20001, Northwest Washington, Washington",417,"500 Princess Street, Old Town, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",986,696,1395,15166
186,"20001, Northwest Washington, Washington",418,"2900 Landover Street, Potomac West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1127,815,1557,14672
186,"20001, Northwest Washington, Washington",419,"3400 Lake Street, Bailey's Crossroads","07/31/2016 - 08/28/2016, Every day, Daily Average",1376,1006,1880,18410
186,"20001, Northwest Washington, Washington",420,"7300 Gordons Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1351,1001,1822,25801
186,"20001, Northwest Washington, Washington",421,"3400 Blair Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1507,1027,2210,18932
186,"20001, Northwest Washington, Washington",422,"Westbranch Drive, Tysons","07/31/2016 - 08/28/2016, Every day, Daily Average",1546,1208,1977,31778
186,"20001, Northwest Washington, Washington",423,"500 Triadelphia Way, Alexandria West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",915,677,1234,18390
186,"20001, Northwest Washington, Washington",424,"5900 Mount Eagle Drive, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1264,1023,1561,21495
186,"20001, Northwest Washington, Washington",425,"2300 Senseney Lane, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1324,1010,1734,26273
186,"20001, Northwest Washington, Washington",426,"Mohegan Drive, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1552,1124,2142,26512
186,"20001, Northwest Washington, Washington",427,"6000 Nassau Drive, West Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1631,1263,2105,36855
186,"20001, Northwest Washington, Washington",428,"5500 16th Street North, Tara - Leeway Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1022,751,1390,18014
186,"20001, Northwest Washington, Washington",429,"800 North Abingdon Street, Bluemont, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1214,851,1731,15830
186,"20001, Northwest Washington, Washington",430,"600 North Harrison Street, Bluemont, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1205,847,1712,16119
186,"20001, Northwest Washington, Washington",431,"1800 North Ode Street, North Rosslyn, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",950,654,1378,12279
186,"20001, Northwest Washington, Washington",432,"4200 2nd Road North, Buckingham, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1027,723,1457,13792
186,"20001, Northwest Washington, Washington",433,"4400 South Pershing Court, Barcroft, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1107,769,1592,15181
186,"20001, Northwest Washington, Washington",434,"500 North Thomas Street, Buckingham, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1105,800,1525,14914
186,"20001, Northwest Washington, Washington",435,"800 South Randolph Street, Alcova Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1153,810,1639,14969
186,"20001, Northwest Washington, Washington",436,"1300 North Oak Street, Radnor - Fort Myer Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",945,606,1472,11732
186,"20001, Northwest Washington, Washington",437,"1600 North Queen Street, Radnor - Fort Myer Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",750,516,1089,10847
186,"20001, Northwest Washington, Washington",438,"5000 12th Street South, Columbia Forest, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1062,752,1499,15115
186,"20001, Northwest Washington, Washington",439,"4200 13th Street South, Douglas Park, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1123,792,1592,15157
186,"20001, Northwest Washington, Washington",440,"700 22nd Street South, Aurora Highlands, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",838,573,1225,9747
186,"20001, Northwest Washington, Washington",441,"2200 12th Court North, Court House, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",898,618,1303,11791
186,"20001, Northwest Washington, Washington",442,"2000 Key Boulevard, Colonial Village, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",970,719,1307,11687
186,"20001, Northwest Washington, Washington",443,"2800 11th Street North, Court House, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",899,655,1233,12988
186,"20001, Northwest Washington, Washington",444,"1500 South Eads Street, Crystal City, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",548,369,813,8813
186,"20001, Northwest Washington, Washington",445,"4300 29th Street South, Shirlington, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",735,515,1046,13632
186,"20001, Northwest Washington, Washington",446,"6600 Rock Island Road, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1310,974,1761,34040
186,"20001, Northwest Washington, Washington",447,"5400 Charlottesville Road, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1092,806,1478,33057
186,"20001, Northwest Washington, Washington",448,"4800 Dodson Drive, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1329,1029,1715,34530
186,"20001, Northwest Washington, Washington",449,"Wendell Howard Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1746,1290,2361,30590
186,"20001, Northwest Washington, Washington",450,"7100 Oak Ridge Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1700,1290,2239,21958
186,"20001, Northwest Washington, Washington",451,"3300 Fallowfield Drive, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1740,1310,2309,24299
186,"20001, Northwest Washington, Washington",452,"3800 Dade Drive, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1540,1192,1988,24837
186,"20001, Northwest Washington, Washington",453,"3700 MacGregor Court, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1618,1164,2247,32578
186,"20001, Northwest Washington, Washington",454,"3400 Monarch Lane, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1823,1338,2483,32487
186,"20001, Northwest Washington, Washington",455,"6000 Brook Drive, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1239,939,1633,22485
186,"20001, Northwest Washington, Washington",456,"3300 Garland Drive, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1129,803,1585,18573
186,"20001, Northwest Washington, Washington",457,"8100 Heatherton Lane, Vienna","07/31/2016 - 08/28/2016, Every day, Daily Average",1502,1114,2023,29418
186,"20001, Northwest Washington, Washington",458,"4800 Eisenhower Avenue, Landmark, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1251,934,1674,25126
186,"20001, Northwest Washington, Washington",460,"3400 South Utah Street, Shirlington, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",908,604,1363,13819
186,"20001, Northwest Washington, Washington",461,"Archstone Way, Franconia","07/31/2016 - 08/28/2016, Every day, Daily Average",1300,990,1705,28102
186,"20001, Northwest Washington, Washington",462,"Dolley Madison Boulevard, Tysons","07/31/2016 - 08/28/2016, Every day, Daily Average",1432,1092,1877,28385
186,"20001, Northwest Washington, Washington",463,"1900 Kennedy Drive, Tysons","07/31/2016 - 08/28/2016, Every day, Daily Average",1530,1186,1972,29551
186,"20001, Northwest Washington, Washington",464,"2500 Buckelew Drive, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1691,1296,2205,26342
186,"20001, Northwest Washington, Washington",465,"6100 Mc Lendon Court, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1377,1074,1765,30416
186,"20001, Northwest Washington, Washington",466,"5500 Brookland Road, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1477,1130,1929,27414
186,"20001, Northwest Washington, Washington",467,"Franconia-Springfield Parkway, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1451,1183,1778,34936
186,"20001, Northwest Washington, Washington",468,"6000 Woodlake Lane, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1509,1204,1891,30138
186,"20001, Northwest Washington, Washington",469,"3400 Austin Court, Groveton, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1550,1228,1956,25697
186,"20001, Northwest Washington, Washington",470,"300 North Kenmore Street, Ashton Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",979,688,1391,13142
186,"20001, Northwest Washington, Washington",471,"5700 4th Street South, Glencarlyn, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1069,785,1454,16518
186,"20001, Northwest Washington, Washington",472,"0 8th Street South, Arlington Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",596,390,910,12544
186,"20001, Northwest Washington, Washington",473,"3700 16th Street South, Douglas Park, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1031,708,1501,13400
186,"20001, Northwest Washington, Washington",474,"3300 Groveton Street, Groveton, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1495,1190,1876,24176
186,"20001, Northwest Washington, Washington",475,"5000 8th Road South, Arlington Mill, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1290,934,1781,15802
186,"20001, Northwest Washington, Washington",476,"Four Mile Run Trail, Claremont, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",972,689,1370,14146
186,"20001, Northwest Washington, Washington",477,"6800 Churchill Road, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1558,1197,2026,22740
186,"20001, Northwest Washington, Washington",478,"6800 Custis Parkway, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1403,1097,1793,21079
186,"20001, Northwest Washington, Washington",479,"2200 Shirlington Road, Nauck, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",630,433,914,12452
186,"20001, Northwest Washington, Washington",480,"1400 South Barton Street, Columbia Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",903,613,1329,11469
186,"20001, Northwest Washington, Washington",481,"2800 South Buchanan Street, Shirlington, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",737,521,1042,15367
186,"20001, Northwest Washington, Washington",482,"1000 Hardee Place, Seminary Hill, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1103,826,1471,16682
186,"20001, Northwest Washington, Washington",483,"2100 Haycock Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1192,901,1575,23747
186,"20001, Northwest Washington, Washington",484,"3900 Mount Vernon Avenue, Potomac West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",969,652,1439,12641
186,"20001, Northwest Washington, Washington",485,"5500 Seminary Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1101,811,1493,16573
186,"20001, Northwest Washington, Washington",486,"7600 Wood Mist Lane, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1892,1368,2615,28464
186,"20001, Northwest Washington, Washington",487,"300 East Mount Ida Avenue, Potomac West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1020,754,1378,15389
186,"20001, Northwest Washington, Washington",488,"1200 Key Drive, Taylor Run, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1098,828,1455,15888
186,"20001, Northwest Washington, Washington",489,"1200 Quaker Hill Drive, Taylor Run, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1396,1007,1934,16919
186,"20001, Northwest Washington, Washington",490,"3100 Holmes Run Road, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1439,1087,1903,20391
186,"20001, Northwest Washington, Washington",491,"6800 Donahue Court, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1482,1142,1922,21109
186,"20001, Northwest Washington, Washington",492,"0 East Mason Avenue, Potomac West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1190,890,1590,16463
186,"20001, Northwest Washington, Washington",493,"3300 Rose Lane, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1517,1276,1802,21760
186,"20001, Northwest Washington, Washington",494,"5800 Aspen Wood Court, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1080,806,1445,19049
186,"20001, Northwest Washington, Washington",495,"2200 Emmett Drive, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1496,1127,1984,22505
186,"20001, Northwest Washington, Washington",496,"4000 Thornton Street, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1531,1162,2016,24145
186,"20001, Northwest Washington, Washington",497,"400 Commonwealth Avenue, Potomac West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1203,900,1606,17181
186,"20001, Northwest Washington, Washington",498,"200 South Reynolds Street, Landmark, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1134,860,1494,19809
186,"20001, Northwest Washington, Washington",499,"200 Yoakum Parkway, Landmark, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1162,893,1511,19858
186,"20001, Northwest Washington, Washington",500,"2000 Eisenhower Avenue, Eisenhower East, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1300,991,1704,22519
186,"20001, Northwest Washington, Washington",501,"4900 Brenman Park Drive, Landmark, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1222,932,1600,19741
186,"20001, Northwest Washington, Washington",502,"800 South Payne Street, Southwest Quadrant, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1159,891,1506,20435
186,"20001, Northwest Washington, Washington",503,"3300 Old Dominion Boulevard, North Ridge, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1044,734,1483,14502
186,"20001, Northwest Washington, Washington",504,"1200 Mount Vernon Trail, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1322,1015,1720,22270
186,"20001, Northwest Washington, Washington",505,"6500 Ashlawn Court, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1209,890,1640,34702
186,"20001, Northwest Washington, Washington",506,"4600 Upland Drive, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1466,1142,1881,25999
186,"20001, Northwest Washington, Washington",507,"6100 Bayliss Place, Groveton, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1453,1160,1818,24047
186,"20001, Northwest Washington, Washington",508,"2200 Journet Drive, Dunn Loring","07/31/2016 - 08/28/2016, Every day, Daily Average",1800,1321,2451,27479
186,"20001, Northwest Washington, Washington",509,"2900 Bridgehampton Court, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1860,1357,2547,24854
186,"20001, Northwest Washington, Washington",510,"1900 Byrd Road, Vienna","07/31/2016 - 08/28/2016, Every day, Daily Average",1730,1369,2185,28439
186,"20001, Northwest Washington, Washington",511,"6100 Willston Drive, Seven Corners","07/31/2016 - 08/28/2016, Every day, Daily Average",1237,938,1630,17737
186,"20001, Northwest Washington, Washington",512,"4600 19th Road North, Waverly Hills, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",956,690,1323,17583
186,"20001, Northwest Washington, Washington",513,"1100 South Arlington Ridge Road, Arlington Ridge, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",858,552,1332,10792
186,"20001, Northwest Washington, Washington",514,"5200 Yorktown Boulevard, Yorktown, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1394,1040,1867,18269
186,"20001, Northwest Washington, Washington",515,"1400 North Taft Street, Radnor - Fort Myer Heights, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",829,569,1207,11330
186,"20001, Northwest Washington, Washington",516,"2700 South Ives Street, Arlington Ridge, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",855,546,1338,12129
186,"20001, Northwest Washington, Washington",517,"5000 Domain Place, Alexandria West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",842,591,1198,15779
186,"20001, Northwest Washington, Washington",518,"4200 Vacation Lane, Donaldson Run, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",853,599,1213,14863
186,"20001, Northwest Washington, Washington",520,"6400 Lily Dhu Lane, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1568,1254,1959,22350
186,"20001, Northwest Washington, Washington",521,"7300 Hooking Road, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1747,1318,2314,25424
186,"20001, Northwest Washington, Washington",522,"3100 Juniper Lane, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1551,1167,2061,18062
186,"20001, Northwest Washington, Washington",523,"4300 Roberts Avenue, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1363,1033,1797,23439
186,"20001, Northwest Washington, Washington",524,"4500 Weyburn Drive, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1437,1055,1955,37101
186,"20001, Northwest Washington, Washington",525,"5400 Backlick Woods Court, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1305,987,1725,37159
186,"20001, Northwest Washington, Washington",526,"4100 Wilson Boulevard, Virginia Square, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1202,894,1614,14634
186,"20001, Northwest Washington, Washington",527,"6200 Blossom Lane, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1472,1175,1842,26260
186,"20001, Northwest Washington, Washington",528,"5400 Summer Leaf Lane, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1067,764,1488,32569
186,"20001, Northwest Washington, Washington",529,"5800 Oakview Gardens Drive, Bailey's Crossroads","07/31/2016 - 08/28/2016, Every day, Daily Average",1359,1012,1824,19401
186,"20001, Northwest Washington, Washington",530,"6900 Trillium Lane, West Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1486,1148,1923,35532
186,"20001, Northwest Washington, Washington",531,"Morven Lane, Alexandria West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",816,569,1170,15531
186,"20001, Northwest Washington, Washington",532,"6700 Rosewood Street, Annandale","07/31/2016 - 08/28/2016, Every day, Daily Average",1457,1201,1766,23669
186,"20001, Northwest Washington, Washington",533,"1600 Davidson Road, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1538,1261,1874,24970
186,"20001, Northwest Washington, Washington",534,"2100 Greenwich Street, Falls Church","07/31/2016 - 08/28/2016, Every day, Daily Average",1248,954,1631,27618
186,"20001, Northwest Washington, Washington",535,"7600 Long Pine Drive, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1817,1124,2935,37539
186,"20001, Northwest Washington, Washington",536,"6000 Backlick Road, Springfield","07/31/2016 - 08/28/2016, Every day, Daily Average",1189,883,1599,33039
186,"20001, Northwest Washington, Washington",537,"1000 Colonial Farm Road, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1216,903,1636,21741
186,"20001, Northwest Washington, Washington",538,"300 South Whiting Street, Landmark, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1060,753,1490,20080
186,"20001, Northwest Washington, Washington",539,"8600 Westwood Center Drive, Vienna","07/31/2016 - 08/28/2016, Every day, Daily Average",1662,1301,2121,32452
186,"20001, Northwest Washington, Washington",540,"6600 Hazel Lane, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1545,1232,1936,24381
186,"20001, Northwest Washington, Washington",541,"2500 Washington Boulevard, Lyon Park, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",866,593,1264,11696
186,"20001, Northwest Washington, Washington",542,"1300 Potomac School Road, McLean","07/31/2016 - 08/28/2016, Every day, Daily Average",1323,1019,1717,20994
186,"20001, Northwest Washington, Washington",543,"3000 Eisenhower Avenue, Eisenhower West, Alexandria","07/31/2016 - 08/28/2016, Every day, Daily Average",1367,1031,1811,23870
