Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (meters)
1116,"Harborwalk, Waterfront, Boston",244,"500 Columbus Avenue, South End, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",868,609,1235,7281
1116,"Harborwalk, Waterfront, Boston",245,"100 Saint Alphonsus Street, Mission Hill, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1092,800,1488,8124
1116,"Harborwalk, Waterfront, Boston",246,"300 Mount Vernon Street, Dorchester, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",793,481,1307,7132
1116,"Harborwalk, Waterfront, Boston",247,"0 Bowdoin Avenue, Dorchester, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1398,943,2072,9566
1116,"Harborwalk, Waterfront, Boston",248,"0 Evans Street, West Codman Hill / West Lower Mills, Dorchester Center, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1347,912,1988,14867
1116,"Harborwalk, Waterfront, Boston",249,"200 River Street, Mattapan, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1522,1055,2194,14911
1116,"Harborwalk, Waterfront, Boston",250,"0 Gretter Road, West Roxbury, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1523,1176,1971,14790
1116,"Harborwalk, Waterfront, Boston",251,"0 Grotto Glen Road, Jamaica Plain, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1220,897,1657,9127
1116,"Harborwalk, Waterfront, Boston",252,"0 Grove Street, West Roxbury, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1939,1518,2476,18194
1116,"Harborwalk, Waterfront, Boston",253,"0 Kimball Road, Chelsea","07/31/2016 - 08/28/2016, Every day, Daily Average",690,422,1127,9150
1116,"Harborwalk, Waterfront, Boston",254,"1200 North Shore Road, Revere","07/31/2016 - 08/28/2016, Every day, Daily Average",948,659,1362,12605
1116,"Harborwalk, Waterfront, Boston",255,"Rosedale Avenue, Forest Hills / Woodbourne, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1475,1081,2011,15463
1116,"Harborwalk, Waterfront, Boston",261,"0 6th Street, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",711,463,1091,3843
1116,"Harborwalk, Waterfront, Boston",268,"0 Congress Street, Salem","07/31/2016 - 08/28/2016, Every day, Daily Average",2590,2022,3316,41020
