Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (Meters)
1116,"Harborwalk, Waterfront, Boston",951,"0 Montgomery Drive, Millbury","07/31/2016 - 08/28/2016, Weekdays, Midday",3618,2484,5267,67586
1116,"Harborwalk, Waterfront, Boston",955,"100 Somerset Avenue, Winthrop","07/31/2016 - 08/28/2016, Weekdays, Midday",881,586,1324,11768
1116,"Harborwalk, Waterfront, Boston",957,"0 Bowman Street, Westborough","07/31/2016 - 08/28/2016, Weekdays, Midday",3308,2087,5242,58696
1116,"Harborwalk, Waterfront, Boston",962,"0 Providence Road, North Grafton, Grafton","07/31/2016 - 08/28/2016, Weekdays, Midday",3502,2333,5256,69907
1116,"Harborwalk, Waterfront, Boston",965,"200 River Road, Winthrop","07/31/2016 - 08/28/2016, Weekdays, Midday",1119,805,1554,16463
1116,"Harborwalk, Waterfront, Boston",968,"800 School Street, Mansfield","07/31/2016 - 08/28/2016, Weekdays, Midday",3389,2276,5045,58772
1116,"Harborwalk, Waterfront, Boston",978,"100 Common Lane, Beverly","07/31/2016 - 08/28/2016, Weekdays, Midday",2159,1730,2694,47759
1116,"Harborwalk, Waterfront, Boston",980,"0 Danton Drive, Methuen","07/31/2016 - 08/28/2016, Weekdays, Midday",2100,1429,3084,45932
1116,"Harborwalk, Waterfront, Boston",982,"Vireo Loop, Marblehead","07/31/2016 - 08/28/2016, Weekdays, Midday",2553,2167,3007,29860
1116,"Harborwalk, Waterfront, Boston",983,"200 Lynnway, Lynn","07/31/2016 - 08/28/2016, Weekdays, Midday",1569,1262,1950,19100
1116,"Harborwalk, Waterfront, Boston",984,"0 D'Orlando Way, Danvers","07/31/2016 - 08/28/2016, Weekdays, Midday",1947,1447,2619,30475
1116,"Harborwalk, Waterfront, Boston",986,"0 Harvard Avenue, West Medford, Medford","07/31/2016 - 08/28/2016, Weekdays, Midday",794,557,1130,11071
1116,"Harborwalk, Waterfront, Boston",990,"0 Highland Street, Back Central, Lowell","07/31/2016 - 08/28/2016, Weekdays, Midday",2575,2064,3212,48430
1116,"Harborwalk, Waterfront, Boston",994,"0 William Road, Pinehurst, Billerica","07/31/2016 - 08/28/2016, Weekdays, Midday",2021,1725,2366,30785
1116,"Harborwalk, Waterfront, Boston",995,"200 Billerica Road, Chelmsford","07/31/2016 - 08/28/2016, Weekdays, Midday",2175,1705,2773,44988
1116,"Harborwalk, Waterfront, Boston",998,"0 Evergreen Avenue, Burlington","07/31/2016 - 08/28/2016, Weekdays, Midday",1786,1369,2329,29671
1116,"Harborwalk, Waterfront, Boston",999,"100 Main Street, Wakefield","07/31/2016 - 08/28/2016, Weekdays, Midday",1253,886,1770,23216
1116,"Harborwalk, Waterfront, Boston",1000,"0 Centre Street, Malden","07/31/2016 - 08/28/2016, Weekdays, Midday",1061,748,1503,10149
1116,"Harborwalk, Waterfront, Boston",1001,"0 Sargent Street, Malden","07/31/2016 - 08/28/2016, Weekdays, Midday",1344,955,1890,13702
1116,"Harborwalk, Waterfront, Boston",1002,"500 Assembly Row, Somerville","07/31/2016 - 08/28/2016, Weekdays, Midday",433,236,793,6455
1116,"Harborwalk, Waterfront, Boston",1003,"0 Packard Avenue, Tufts, Somerville","07/31/2016 - 08/28/2016, Weekdays, Midday",1109,831,1479,12605
1116,"Harborwalk, Waterfront, Boston",1004,"0 Linden Avenue, Spring Hill, Somerville","07/31/2016 - 08/28/2016, Weekdays, Midday",1133,820,1563,8999
1116,"Harborwalk, Waterfront, Boston",1005,"100 Sidney Street, Cambridgeport, Cambridge","07/31/2016 - 08/28/2016, Weekdays, Midday",1045,700,1559,6812
1116,"Harborwalk, Waterfront, Boston",1006,"0 Gray Gardens East, Neighborhood Nine, Cambridge","07/31/2016 - 08/28/2016, Weekdays, Midday",1404,1077,1829,13224
1116,"Harborwalk, Waterfront, Boston",1007,"0 Young Street, Lexington","07/31/2016 - 08/28/2016, Weekdays, Midday",1819,1430,2313,19474
1116,"Harborwalk, Waterfront, Boston",1010,"0 Coolidge Hill Road, Watertown","07/31/2016 - 08/28/2016, Weekdays, Midday",1265,909,1759,13416
1116,"Harborwalk, Waterfront, Boston",1011,"0 Burdean Road, Oak Hill, Newton","07/31/2016 - 08/28/2016, Weekdays, Midday",1973,1476,2636,17485
1116,"Harborwalk, Waterfront, Boston",1012,"0 Wilde Road, Waban, Newton","07/31/2016 - 08/28/2016, Weekdays, Midday",1592,1216,2082,21651
1116,"Harborwalk, Waterfront, Boston",1013,"100 Seminary Avenue, Auburndale, Newton","07/31/2016 - 08/28/2016, Weekdays, Midday",1398,1046,1868,20973
1116,"Harborwalk, Waterfront, Boston",1014,"0 Nixon Road, Framingham","07/31/2016 - 08/28/2016, Weekdays, Midday",2114,1503,2973,42835
1116,"Harborwalk, Waterfront, Boston",1016,"100 Buckminster Road, Fisher Hill, Brookline","07/31/2016 - 08/28/2016, Weekdays, Midday",1460,1086,1962,10841
1116,"Harborwalk, Waterfront, Boston",1017,"0 Tudor Road, Needham","07/31/2016 - 08/28/2016, Weekdays, Midday",2149,1729,2669,31376
1116,"Harborwalk, Waterfront, Boston",1021,"100 Walpole Street, Sharon","07/31/2016 - 08/28/2016, Weekdays, Midday",2566,1784,3689,46224
1116,"Harborwalk, Waterfront, Boston",1023,"0 Norman Street, Milton","07/31/2016 - 08/28/2016, Weekdays, Midday",2146,1491,3087,21744
1116,"Harborwalk, Waterfront, Boston",1024,"300 Adams Street, Milton","07/31/2016 - 08/28/2016, Weekdays, Midday",1281,805,2036,17408
1116,"Harborwalk, Waterfront, Boston",1025,"0 Reservoir Drive, Randolph","07/31/2016 - 08/28/2016, Weekdays, Midday",2239,1502,3337,29026
